_id,invoice_id,invoice_number,customer_id,employee_id,items[0].name,items[1].name,items[2].name,items[3].name,items[4].name,items[0].price,items[1].price,items[2].price,items[3].price,items[4].price,items[0].product_id,items[1].product_id,items[2].product_id,items[3].product_id,items[4].product_id,items[0].qty,items[1].qty,items[2].qty,items[3].qty,items[4].qty,items[0].total,items[1].total,items[2].total,items[3].total,items[4].total,discount,net,created_at
69c90a06c97dfe51444590e9,INV6917,INV9576384332,c37,emp26,Prestige Bookshelf 7678,Usha Scanner 4089,Hitachi Bucket 3775,Whirlpool WhiteMagic Gen 3,,23323,18796,36006,22009,,P264,P214,P369,P402,,1,4,1,4,,23323,75184,36006,88036,,5,208212.68,2025-12-07
69c90a06c97dfe51444590ea,INV6918,INV2321189376,c421,emp71,Havells Induction Cooktop 1510,Havells Saw 465,,,,15792,35667,,,,P143,P392,,,,5,5,,,,78960,178335,,,,8,238698.9,2025-03-16
69c90a06c97dfe51444590eb,INV6919,INV5312117890,c76,emp36,Eureka Forbes Shampoo 5931,Xiaomi CCTV Camera 2036,D-Link File Folder 5418,Prestige Toothbrush 4275,,33742,37466,33833,4267,,P91,P250,P318,P298,,2,2,5,3,,67484,74932,169165,12801,,10,300237.64,2025-02-14
69c90a06c97dfe51444590ec,INV6920,INV3249738603,c223,emp83,Oppo Reno 10 Gen 10,TP-Link Thermos 8277,Black & Decker Gaming Console 8541,,,15475,32423,23707,,,P201,P133,P431,,,3,4,2,,,46425,129692,47414,,,3,210855.98,2025-05-31
69c90a06c97dfe51444590ed,INV6921,INV5401932508,c247,emp57,Black & Decker Water Purifier 5140,Prestige Eraser 8786,D-Link Gaming Console 6255,Corsair Oven 9755,,9171,17150,35134,10425,,P219,P114,P31,P216,,2,4,3,3,,18342,68600,105402,31275,,5,205654.98,2025-09-12
69c90a06c97dfe51444590ee,INV6922,INV5310193177,c387,emp52,Logitech Tool Box 5821,D-Link Blanket 1166,Eureka Forbes Router 758,,,2529,2721,24951,,,P388,P59,P226,,,3,1,4,,,7587,2721,99804,,,4,107600.51999999999,2025-10-31
69c90a06c97dfe51444590ef,INV6923,INV9194388610,c398,emp58,Panasonic Backpack 4440,Bajaj Mug 4351,Black & Decker Nail Polish 5597,Hitachi Pliers 134,Havells Battery 2449,37189,7037,12950,33201,8258,P484,P170,P305,P394,P42,2,4,5,1,5,74378,28148,64750,33201,41290,1,225569.2,2025-06-13
69c90a06c97dfe51444590f0,INV6924,INV5184854443,c248,emp8,Eureka Forbes Blanket 3331,Prestige Belt 8553,Usha Whiteboard 2264,,,45462,46454,6875,,,P459,P287,P122,,,3,1,2,,,136386,46454,13750,,,2,187901.4,2025-01-15
69c90a06c97dfe51444590f1,INV6925,INV2366688611,c104,emp100,Logitech Toothpaste 7967,Eureka Forbes Towel 8633,D-Link Pendrive 4047,Stanley Pump 154,Corsair Safety Gloves 3922,3004,28951,40102,20253,45431,P497,P110,P37,P366,P198,3,3,4,2,1,9012,86853,160408,40506,45431,2,332510.33,2025-09-06
69c90a06c97dfe51444590f2,INV6926,INV8596208918,c313,emp24,Bosch Helmet Gear 424,Bajaj Pencil 8990,Eureka Forbes Tape 3387,Usha Cap 9636,Black & Decker Curtains 8404,36964,47163,18186,17737,16349,P399,P313,P195,P81,P254,1,4,4,2,4,36964,188652,72744,35474,65396,7,385867.52,2025-11-26
69c90a06c97dfe51444590f3,INV6927,INV9515073840,c120,emp13,Black & Decker Mattress 8527,Hitachi Insect Killer 514,iPad Pro 11 inch Gen 3,Usha Lotion 5337,,33918,19744,16185,21849,,P257,P178,P409,P96,,1,5,1,1,,33918,98720,16185,21849,,6,157184.75,2025-08-04
69c90a06c97dfe51444590f4,INV6928,INV5262112661,c344,emp99,Prestige Car Cover 9341,Bosch Plant Pot 4462,D-Link Mixer Grinder 119,Bosch Clock 159,Hitachi Rake 6198,3811,25723,11921,26902,42631,P358,P181,P18,P270,P185,1,5,5,3,3,3811,128615,59605,80706,127893,10,375662.28,2026-02-17
69c90a06c97dfe51444590f5,INV6929,INV4059020881,c437,emp37,Philips Microwave 4576,Bajaj LED Bulb 5384,Philips Car Charger 7499,Black & Decker Chimney 6183,Havells Chair 7539,26774,19669,24162,4504,22473,P215,P44,P357,P144,P262,4,5,4,5,2,107096,98345,96648,22520,44946,5,350211.12,2025-06-29
69c90a06c97dfe51444590f6,INV6930,INV8062291682,c440,emp42,Prestige T-Shirt 6849,Stanley Drill Machine 7805,Usha Car Battery 1502,Razer Foundation 4206,,1281,42928,22490,28357,,P275,P391,P156,P106,,2,2,5,3,,2562,85856,112450,85071,,2,278916.38,2025-05-15
69c90a06c97dfe51444590f7,INV6931,INV9846173411,c438,emp3,Havells Induction Cooktop 1510,D-Link Table Lamp 7411,Xiaomi Knife 8326,,,40810,41442,48023,,,P143,P48,P138,,,2,3,1,,,81620,124326,48023,,,10,247166.13,2026-01-19
69c90a06c97dfe51444590f8,INV6932,INV6346058176,c14,emp40,Eureka Forbes Coffee Maker 6409,Prestige Suitcase 280,Xiaomi Helmet 9222,,,45823,33372,1376,,,P347,P285,P354,,,5,1,5,,,229115,33372,6880,,,7,266122.93,2025-02-07
69c90a06c97dfe51444590f9,INV6933,INV6003559891,c299,emp29,Philips Cupboard 2554,Eureka Forbes Dishwasher 9107,Razer Saw 3643,D-Link Bowl 8942,Black & Decker Jacket 541,26983,42225,31782,4714,33097,P65,P225,P192,P335,P278,3,3,1,1,1,80949,126675,31782,4714,33097,7,260106.06999999998,2025-01-17
69c90a06c97dfe51444590fa,INV6934,INV8642788257,c370,emp78,Bosch Mirror 2709,Havells Gaming Console 7626,Hitachi Marker 8681,,,7553,22971,25573,,,P267,P231,P116,,,4,5,5,,,30212,114855,127865,,,10,248842.26,2025-01-15
69c90a06c97dfe51444590fb,INV6935,INV4055650487,c239,emp76,Xiaomi Eyeliner 2128,TP-Link Thermos 8277,Stanley Level Tool 5690,,,5624,41933,6088,,,P107,P133,P197,,,2,1,4,,,11248,41933,24352,,,5,71698.39,2025-03-28
69c90a06c97dfe51444590fc,INV6936,INV9948394595,c157,emp97,Corsair Carpet 9269,Corsair Inverter 4653,,,,23116,38365,,,,P468,P41,,,,2,1,,,,46232,38365,,,,2,79747.49,2025-08-26
69c90a06c97dfe51444590fd,INV6937,INV8376222381,c261,emp14,Black & Decker Screwdriver 4721,Havells Conditioner 4572,,,,26062,18438,,,,P190,P92,,,,5,1,,,,130310,18438,,,,10,133873.2,2025-10-26
69c90a06c97dfe51444590fe,INV6938,INV3534517361,c154,emp33,Samsung S24 Ultra,Bosch Helmet 3842,,,,6489,1304,,,,P1,P154,,,,1,2,,,,6489,2608,,,,4,8667.61,2025-10-01
69c90a06c97dfe51444590ff,INV6939,INV9294079615,c345,emp16,Black & Decker Tyre 4307,Sharp Hair Straightener 203,D-Link Soap 6269,Usha Dressing Table 1211,Hitachi Rake 6198,12420,44197,27749,18546,18311,P155,P302,P293,P266,P185,2,3,5,1,3,24840,132591,138745,18546,54933,6,349759.06999999995,2025-11-20
69c90a06c97dfe5144459100,INV6940,INV7496941631,c151,emp77,Philips Pendrive 994,Kent Toaster 6619,TP-Link SSD 3062,,,38001,30569,31517,,,P437,P417,P436,,,5,2,1,,,190005,61138,31517,,,6,257554.73,2025-12-11
69c90a06c97dfe5144459101,INV6941,INV2405888234,c389,emp4,Stanley Door Lock 383,Samsung S24 Ultra,Corsair Inverter 4020,Bajaj Sofa 7081,,38431,16816,15725,29897,,P51,P1,P241,P455,,3,3,5,5,,115293,50448,78625,149485,,6,366535.07,2025-10-14
69c90a06c97dfe5144459102,INV6942,INV1938783019,c420,emp46,Philips Pendrive 994,Prestige Bed 7660,,,,41896,7859,,,,P437,P456,,,,5,1,,,,209480,7859,,,,10,214929.84000000003,2025-12-31
69c90a06c97dfe5144459103,INV6943,INV3649490214,c162,emp39,Kent Bike 4617,Philips Cupboard 2554,,,,9337,27812,,,,P351,P65,,,,2,5,,,,18674,139060,,,,2,148913.6,2025-03-05
69c90a06c97dfe5144459104,INV6944,INV4628030023,c149,emp5,TP-Link Power Bank 6265,Kent Bike 4617,Havells Garden Hose 6089,,,40061,27498,20317,,,P438,P351,P380,,,4,3,5,,,160244,82494,101585,,,5,324807.93,2025-01-15
69c90a06c97dfe5144459105,INV6945,INV1351431753,c408,emp64,Bosch Helmet Gear 424,Sharp Cooker 1656,Logitech Pan 1171,Bajaj SSD 1336,Philips Whiteboard 1513,42180,28132,34388,41820,47425,P399,P341,P139,P36,P322,5,2,2,4,1,210900,56264,68776,167280,47425,10,527769.78,2025-07-13
69c90a06c97dfe5144459106,INV6946,INV6267222548,c353,emp78,TP-Link Wiper 4462,Eureka Forbes Pump 4786,,,,29972,1281,,,,P360,P166,,,,1,2,,,,29972,2562,,,,2,31678.36,2025-01-31
69c90a06c97dfe5144459107,INV6947,INV8672001074,c239,emp8,Usha Air Cooler 7906,Havells Measuring Tape 751,Kent Glass Cleaner 7900,TP-Link Wiper 4462,,47138,39786,43682,31921,,P6,P196,P376,P360,,1,2,4,4,,47138,79572,174728,127684,,9,403994.14,2025-04-28
69c90a06c97dfe5144459108,INV6948,INV8592932772,c222,emp27,Lenovo IdeaPad 3 Gen 7,Kent Room Freshener 6823,Samsung QLED 4K Gen 2,Nikon Z6 II,Razer Blender 3997,5613,6811,39777,37737,40488,P408,P177,P205,P12,P207,3,1,4,1,1,16839,6811,159108,37737,40488,9,246839.51,2025-08-08
69c90a06c97dfe5144459109,INV6949,INV5849282663,c293,emp63,Corsair Safety Gloves 3922,Bajaj Extension Board 4755,,,,31128,10813,,,,P198,P40,,,,2,3,,,,62256,32439,,,,6,91529.76,2025-07-02
69c90a06c97dfe514445910a,INV6950,INV7388638909,c126,emp9,Prestige Heater 9554,Logitech Belt 7676,Black & Decker Soundbar 7487,Stanley Modem 2488,Bosch Series 6,25222,20698,49289,8026,35622,P22,P87,P429,P227,P2,1,2,1,5,1,25222,41396,49289,40130,35622,10,177709.73,2025-06-28
69c90a06c97dfe514445910b,INV6951,INV2463656884,c370,emp33,Havells Chair 7539,Havells Door Lock 170,,,,5531,2734,,,,P262,P451,,,,5,3,,,,27655,8202,,,,10,32353.32,2025-04-07
69c90a06c97dfe514445910c,INV6952,INV3253950447,c234,emp85,TP-Link Mop 3547,Usha Tool Box 8882,Razer Induction Cooktop 5876,,,43219,6486,45613,,,P373,P188,P343,,,3,1,3,,,129657,6486,136839,,,10,256610.03999999998,2025-12-02
69c90a06c97dfe514445910d,INV6953,INV8118913690,c199,emp9,Bosch SSD 5590,Black & Decker Monitor 7566,Razer Induction Cooktop 5876,,,18852,25440,15248,,,P236,P434,P343,,,1,3,1,,,18852,76320,15248,,,7,106120.43999999999,2025-12-25
69c90a06c97dfe514445910e,INV6954,INV2751992576,c431,emp39,Hitachi Rake 6198,Hitachi Charger 6798,Eureka Forbes LED Bulb 1814,D-Link Juicer 3756,,1133,42425,9920,18327,,P185,P239,P444,P346,,1,3,3,1,,1133,127275,29760,18327,,5,163498.87000000002,2025-10-18
69c90a06c97dfe514445910f,INV6955,INV6007248148,c275,emp34,Eureka Forbes Trimmer 5893,Bosch Mirror 2709,Logitech Watch 1637,Logitech Backpack 8938,TP-Link Wiper 4462,1864,19115,4986,15238,42473,P500,P267,P271,P84,P360,4,1,1,2,5,7456,19115,4986,30476,212365,7,267588.4,2025-12-17
69c90a06c97dfe5144459110,INV6956,INV7151529570,c385,emp58,Prestige Calendar 7756,Xiaomi Wallet 1899,Black & Decker Mattress 8527,D-Link Dustbin 3266,Bosch T-Shirt 5135,46280,21453,28950,21767,27633,P130,P286,P257,P371,P75,3,1,3,4,1,138840,21453,86850,87068,27633,9,343886.49,2025-03-31
69c90a06c97dfe5144459111,INV6957,INV9338090775,c259,emp32,Bajaj Smart Lock 8349,Kent Shorts 8690,Xiaomi Grill 1301,Panasonic Backpack 4440,Bosch Series 6 Gen 2,15304,24449,5553,5280,17137,P52,P80,P150,P484,P202,4,4,3,5,3,61216,97796,16659,26400,51411,10,244644.89,2025-03-27
69c90a06c97dfe5144459112,INV6958,INV3325909670,c391,emp30,Hitachi Mattress 9919,TP-Link Wiper 4462,Dell Vostro 3510 Gen 2,Razer Stapler 3686,,15655,24689,46992,4429,,P457,P360,P208,P119,,2,4,5,3,,31310,98756,234960,13287,,10,364433.77999999997,2025-05-21
69c90a06c97dfe5144459113,INV6959,INV6173194033,c68,emp43,Prestige Eraser 8786,Usha Tool Box 8882,,,,29725,36208,,,,P114,P188,,,,3,4,,,,89175,144832,,,,7,226316.43,2026-01-26
69c90a06c97dfe5144459114,INV6960,INV5587393208,c120,emp26,LG Dual Inverter Gen 3,TP-Link Thermos 8277,Usha Water Bottle 6176,Black & Decker Solar Panel 9210,Usha Glue 1186,39253,20027,19154,14898,17745,P204,P133,P145,P243,P120,5,2,4,4,3,196265,40054,76616,59592,53235,6,388775.70999999996,2025-11-13
69c90a06c97dfe5144459115,INV6961,INV4801006413,c9,emp72,Philips Shirt 6467,Stanley Ladder 4557,,,,2715,37265,,,,P276,P187,,,,4,4,,,,10860,149060,,,,8,156070,2025-06-21
69c90a06c97dfe5144459116,INV6962,INV7653833984,c142,emp31,Philips Stapler 4584,Logitech Sprayer 2323,D-Link Bowl 8942,Logitech Gas Stove 2816,Bosch Pesticide 243,14298,49038,31364,763,34919,P319,P186,P335,P142,P179,2,2,1,1,4,28596,98076,31364,763,139676,3,276670.07,2025-05-19
69c90a06c97dfe5144459117,INV6963,INV6906409069,c208,emp75,Panasonic Bag 8276,Prestige Calendar 7756,Kent Tube Light 7499,Havells Blackboard 5501,,44797,39896,38310,49084,,P283,P130,P245,P323,,4,3,5,2,,179188,119688,191550,98168,,5,574551.98,2025-01-13
69c90a06c97dfe5144459118,INV6964,INV1817630166,c436,emp60,Black & Decker Water Purifier 5140,Usha Glue 1186,Xiaomi Lotion 3198,Sharp Bookshelf 7129,,9396,7790,8366,42066,,P219,P120,P296,P64,,4,5,4,1,,37584,38950,33464,42066,,10,146602.06,2025-09-08
69c90a06c97dfe5144459119,INV6965,INV4779973088,c77,emp72,Sharp Cap 4700,Logitech Scooter 9995,Hitachi Mattress 9919,,,39970,26690,41620,,,P281,P152,P457,,,2,2,2,,,79940,53380,83240,,,8,200867,2025-01-02
69c90a06c97dfe514445911a,INV6966,INV1600094936,c169,emp46,D-Link Engine Oil 4145,Usha Scanner 4089,Bosch Planner 5945,Eureka Forbes Blanket 3331,,48119,32826,24521,7394,,P361,P214,P329,P459,,5,5,2,2,,240595,164130,49042,14788,,6,447576.88999999996,2025-08-13
69c90a06c97dfe514445911b,INV6967,INV8417319722,c58,emp45,Black & Decker Heater 963,Kent Speaker 2323,Canon PIXMA G3012 Gen 9,Sharp Rope 4578,,35228,28749,41334,5348,,P222,P228,P413,P368,,4,1,4,3,,140912,28749,165336,16044,,5,334715.55,2025-07-12
69c90a06c97dfe514445911c,INV6968,INV2893718669,c28,emp17,Bajaj Smart Lock 8349,Bosch T-Shirt 5135,Philips Microwave 4576,Corsair Iron 8602,Sharp Scooter 4697,8372,4419,42261,14599,15882,P52,P75,P215,P223,P352,1,4,3,5,1,8372,17676,126783,72995,15882,2,223138.90999999997,2025-09-05
69c90a06c97dfe514445911d,INV6969,INV9653299488,c185,emp87,Samsung S24 Ultra,Xiaomi LED Bulb 5899,,,,47042,33346,,,,P1,P244,,,,2,1,,,,94084,33346,,,,8,122940.18,2025-01-16
69c90a06c97dfe514445911e,INV6970,INV1117424454,c381,emp68,Prestige Power Bank 4195,Panasonic Charger 8522,Eureka Forbes Hat 2326,Black & Decker Hair Dryer 2675,D-Link Mouse 7367,34265,49618,32803,24625,48634,P38,P39,P282,P301,P33,4,3,5,1,4,137060,148854,164015,24625,194536,2,627700.56,2025-08-31
69c90a06c97dfe514445911f,INV6971,INV7506511879,c452,emp73,Eureka Forbes Blanket 3331,Eureka Forbes Water Purifier 4825,Hitachi Pliers 134,Kent Face Wash 5797,Hitachi Rake 6198,4109,45316,43116,3983,31145,P459,P19,P394,P94,P185,4,4,2,3,3,16436,181264,86232,11949,93435,7,376197.48000000004,2025-09-26
69c90a06c97dfe5144459120,INV6972,INV1000955229,c434,emp69,Sharp Air Cooler 2178,Panasonic Drill Machine 3064,Black & Decker Jacket 541,Bosch T-Shirt 5135,Prestige Duster 9712,1992,34044,16549,23956,49813,P406,P191,P278,P75,P125,4,5,2,2,3,7968,170220,33098,47912,149439,5,386760.19,2025-11-17
69c90a06c97dfe5144459121,INV6973,INV6800760568,c79,emp78,D-Link Engine Oil 4145,Bosch SSD 5590,Hitachi Printer Paper 8383,Bosch Wardrobe 452,,28400,38888,33582,9816,,P361,P236,P326,P460,,1,1,2,2,,28400,38888,67164,19632,,3,144145.12,2025-01-10
69c90a06c97dfe5144459122,INV6974,INV7437857674,c160,emp59,Xiaomi Eyeliner 2128,Hitachi Study Table 7167,TP-Link Watch 7509,Havells Gaming Console 7626,,30497,12427,29927,22942,,P107,P263,P71,P231,,5,5,1,2,,152485,62135,29927,45884,,8,277630.86,2025-03-07
69c90a06c97dfe5144459123,INV6975,INV9224040626,c496,emp73,Kent Face Wash 5797,Logitech Hard Drive 6313,,,,40263,2066,,,,P94,P235,,,,3,1,,,,120789,2066,,,,4,119169.35,2025-11-14
69c90a06c97dfe5144459124,INV6976,INV2462519131,c149,emp52,Usha Chalk 8319,Dell Vostro 3510 Gen 2,Bajaj Power Bank 5342,Philips Insect Killer 1217,D-Link Ladder 2088,25270,38273,18168,31083,14283,P324,P208,P238,P378,P387,2,3,2,5,1,50540,114819,36336,155415,14283,6,344443.59,2025-10-27
69c90a06c97dfe5144459125,INV6977,INV2001495757,c293,emp32,Lenovo Tab P11,Prestige Bed 7660,,,,10026,7481,,,,P9,P456,,,,5,2,,,,50130,14962,,,,3,59532.96000000001,2025-12-15
69c90a06c97dfe5144459126,INV6978,INV5308826848,c84,emp60,Bajaj Wall Light 5619,Philips Cleaning Brush 2872,Kent Kettle 589,,,45035,48099,15099,,,P47,P172,P340,,,2,1,3,,,90070,48099,45297,,,8,171462.8,2025-12-03
69c90a06c97dfe5144459127,INV6979,INV1253000011,c240,emp24,Xiaomi Lotion 3276,Eureka Forbes Speaker 6084,,,,35470,13670,,,,P496,P428,,,,4,2,,,,141880,27340,,,,3,153938.4,2025-06-02
69c90a06c97dfe5144459128,INV6980,INV6364652680,c476,emp86,Corsair Carpet 9269,Eureka Forbes Sofa 8100,Corsair Oven 9755,Usha Water Bottle 6176,Prestige Toothbrush 4275,35806,35144,22202,3845,41889,P468,P255,P216,P145,P298,3,4,1,2,3,107418,140576,22202,7690,125667,3,392944.01,2025-12-25
69c90a06c97dfe5144459129,INV6981,INV6088159161,c403,emp27,Xiaomi Wallet 1899,Black & Decker Doorbell 6137,Bajaj Pencil 8990,TP-Link Mixer Grinder 6024,Sharp Bed 3929,25086,29140,44997,48289,29667,P286,P253,P313,P418,P56,1,3,3,2,5,25086,87420,134991,96578,148335,9,459896.4,2025-06-01
69c90a06c97dfe514445912a,INV6982,INV2813264498,c14,emp93,Bajaj Bucket 3098,Kent Room Freshener 6823,Corsair Oven 4960,Hitachi Car Cover 2493,,44499,25123,44014,21587,,P169,P177,P416,P158,,3,1,3,3,,133497,25123,132042,64761,,3,340998.5,2025-10-04
69c90a06c97dfe514445912b,INV6983,INV9745097175,c312,emp84,Prestige Spoon 6250,Xiaomi Eyeliner 2128,Philips Stapler 4584,Eureka Forbes Hat 2326,,2120,15564,12700,18658,,P336,P107,P319,P282,,2,1,5,3,,4240,15564,63500,55974,,3,134594.76,2026-02-09
69c90a06c97dfe514445912c,INV6984,INV3536752672,c103,emp26,Havells Gaming Console 7626,Sharp Wiper 2877,,,,11039,38903,,,,P231,P160,,,,2,5,,,,22078,194515,,,,6,207046.16,2025-03-09
69c90a06c97dfe514445912d,INV6985,INV6514090128,c301,emp70,Amazfit GTR 4 Gen 2,Havells Water Purifier 9843,,,,26850,43021,,,,P211,P419,,,,4,2,,,,107400,86042,,,,1,190433.58000000002,2025-12-28
69c90a06c97dfe514445912e,INV6986,INV5846388831,c493,emp18,Sharp Mask 9582,Black & Decker Shirt 7450,iPad Pro 11 inch Gen 8,,,28559,25804,2705,,,P200,P476,P209,,,1,3,3,,,28559,77412,8115,,,1,109970.45,2025-08-14
69c90a06c97dfe514445912f,INV6987,INV2131776042,c465,emp95,Usha Air Cooler 7906,Philips Cream 5033,,,,21320,4999,,,,P6,P295,,,,1,3,,,,21320,14997,,,,1,34904.04,2025-05-28
69c90a06c97dfe5144459130,INV6988,INV6332219145,c321,emp6,Usha Water Bottle 6176,Eureka Forbes Shampoo 5931,,,,20740,36641,,,,P145,P91,,,,3,2,,,,62220,73282,,,,4,127371.88,2025-07-03
69c90a06c97dfe5144459131,INV6989,INV8417357690,c467,emp57,Razer Blush 2908,Philips Cream 5033,Panasonic Backpack 4440,,,47857,27658,24899,,,P108,P295,P484,,,5,1,2,,,239285,27658,49798,,,10,306630.43,2025-04-09
69c90a06c97dfe5144459132,INV6990,INV3085548267,c29,emp83,Panasonic Wardrobe 376,Usha Wallet 2376,,,,49307,23469,,,,P260,P86,,,,3,2,,,,147921,46938,,,,8,191971.65000000002,2025-11-24
69c90a06c97dfe5144459133,INV6991,INV1622874259,c196,emp32,Prestige Pillow 1015,Sharp Bed 3929,Philips Shirt 6467,,,2864,48808,27786,,,P258,P56,P276,,,1,1,4,,,2864,48808,111144,,,5,155950.56,2025-10-18
69c90a06c97dfe5144459134,INV6992,INV8115592405,c65,emp22,Hitachi Mattress 9919,Havells Suitcase 3354,,,,30463,9557,,,,P457,P85,,,,5,1,,,,152315,9557,,,,8,152255.25,2025-05-08
69c90a06c97dfe5144459135,INV6993,INV1415769124,c180,emp30,TP-Link Fork 7887,Bosch Safety Gloves 5705,Havells Comb 7683,Sharp Wiper 2877,Eureka Forbes Chair 7754,15425,969,32029,10796,9498,P137,P398,P309,P160,P462,4,3,1,1,2,61700,2907,32029,10796,18996,2,115330.65,2025-02-21
69c90a06c97dfe5144459136,INV6994,INV4814956025,c210,emp43,Stanley Conditioner 5164,Usha Cap 9636,,,,21755,42210,,,,P492,P81,,,,2,5,,,,43510,211050,,,,7,235935.6,2025-11-11
69c90a06c97dfe5144459137,INV6995,INV6118620358,c60,emp49,Prestige Car Charger 491,Usha Razor 4068,Bosch Foundation 9825,Eureka Forbes Sofa 8100,,38624,21250,1873,29434,,P157,P99,P306,P255,,4,5,2,4,,154496,106250,3746,117736,,4,351397.38,2026-02-22
69c90a06c97dfe5144459138,INV6996,INV2098264502,c200,emp4,Usha Juicer 614,TP-Link Study Table 4614,Black & Decker Hat 2129,Sharp Cap 4700,,45723,4374,25753,11486,,P146,P463,P482,P281,,2,3,2,2,,91446,13122,51506,22972,,5,170849.62,2025-08-30
69c90a06c97dfe5144459139,INV6997,INV8522271657,c279,emp1,Sharp Scanner 177,Razer Blush 2908,Eureka Forbes Router 758,,,46260,34113,14775,,,P414,P108,P226,,,2,1,5,,,92520,34113,73875,,,6,188558.72999999998,2025-08-13
69c90a06c97dfe514445913a,INV6998,INV3872994339,c168,emp91,Xiaomi Grill 1301,Bajaj LED Bulb 5384,Usha Vacuum Cleaner 628,Eureka Forbes Microwave 878,Eureka Forbes Hammer 2494,6133,15071,39530,31052,1933,P150,P44,P424,P415,P189,2,3,3,2,5,12266,45213,118590,62104,9665,10,225366.81999999998,2025-04-20
69c90a06c97dfe514445913b,INV6999,INV2929050619,c58,emp94,Sharp Air Cooler 2178,Hitachi Sharpener 987,,,,37077,46191,,,,P406,P315,,,,2,5,,,,74154,230955,,,,3,280700.28,2025-04-06
69c90a06c97dfe514445982d,INV7000,INV8075870019,c426,emp60,Bajaj Mouse 8421,Eureka Forbes Calendar 3947,,,,15628,14759,,,,P233,P330,,,,1,3,,,,15628,44277,,,,2,58238.06,2025-04-28
69c90a06c97dfe514445982e,INV7001,INV8315737789,c187,emp69,Prestige Mask 6910,Sony Bravia 55 inch Gen 8,,,,32999,30893,,,,P400,P405,,,,4,1,,,,131996,30893,,,,10,150559.98,2026-01-17
69c90a06c97dfe514445982f,INV7002,INV3705279028,c273,emp58,Bajaj Engine Oil 5668,Black & Decker Chimney 6183,Razer Extension Board 1305,,,14843,38583,26532,,,P161,P144,P240,,,1,5,2,,,14843,192915,53064,,,3,252552.05,2025-11-19
69c90a06c97dfe5144459830,INV7003,INV8196313995,c189,emp18,Logitech Sprayer 2323,Bajaj Extension Board 4755,Philips Cream 5033,,,9483,35700,27739,,,P186,P40,P295,,,4,4,3,,,37932,142800,83217,,,9,245039.55,2026-02-26
69c90a06c97dfe5144459831,INV7004,INV4091896531,c450,emp30,Philips Shirt 6467,Havells Wall Light 8899,,,,1216,32057,,,,P276,P247,,,,4,1,,,,4864,32057,,,,3,34657.100000000006,2025-03-15
69c90a06c97dfe5144459832,INV7005,INV6117610603,c278,emp41,Bajaj Seeds 9942,Black & Decker Screwdriver 4721,Sharp Rope 4578,Kent Perfume 2338,,5212,637,16765,4574,,P382,P190,P368,P89,,4,5,2,4,,20848,3185,33530,18296,,10,68999.84,2025-09-02
69c90a06c97dfe5144459833,INV7006,INV3373013722,c158,emp57,Logitech Tool Box 5821,Corsair Iron 8602,,,,26972,8444,,,,P388,P223,,,,5,1,,,,134860,8444,,,,1,135801.04,2025-04-17
69c90a06c97dfe5144459834,INV7007,INV7485151191,c225,emp74,Corsair Geyser 3863,Bosch Pesticide 243,Corsair Jack 9800,Havells Highlighter 710,Havells Tube Light 7338,8766,37148,25518,14750,2679,P20,P179,P365,P117,P445,3,2,4,1,5,26298,74296,102072,14750,13395,10,217517.86000000002,2026-02-07
69c90a06c97dfe5144459835,INV7008,INV1833270230,c255,emp94,Logitech Hard Drive 6313,Bosch Helmet 3842,D-Link Lipstick 7306,,,37807,28938,40829,,,P235,P154,P104,,,2,4,1,,,75614,115752,40829,,,5,218611.15,2025-08-11
69c90a06c97dfe5144459836,INV7009,INV6315584215,c146,emp74,Eureka Forbes Toothbrush 1630,Xiaomi Microwave 3082,Sharp Scooter 4697,,,46089,19418,30430,,,P98,P15,P352,,,2,4,1,,,92178,77672,30430,,,5,185924.16,2026-02-10
69c90a06c97dfe5144459837,INV7010,INV1361313081,c500,emp98,Prestige Toothbrush 4275,Usha Wallet 2376,Prestige Chair 8397,Black & Decker Slippers 9864,,16190,3127,33225,42921,,P298,P86,P62,P74,,2,4,1,3,,32380,12508,33225,128763,,1,192894.77000000002,2025-05-19
69c90a06c97dfe5144459838,INV7011,INV5668856629,c305,emp100,Black & Decker Doorbell 6137,Havells Water Purifier 9843,Havells Highlighter 710,,,26438,4728,16790,,,P253,P419,P117,,,1,2,1,,,26438,9456,16790,,,8,49109.979999999996,2025-11-08
69c90a06c97dfe5144459839,INV7012,INV2777329428,c16,emp99,D-Link Duster 5333,Corsair Iron 8602,,,,42372,11024,,,,P325,P223,,,,3,3,,,,127116,33072,,,,10,156653.52,2026-02-27
69c90a06c97dfe514445983a,INV7013,INV6831420611,c413,emp20,Usha Smart Lock 826,TP-Link Sharpener 5805,Bajaj Plate 5355,TP-Link Razor 7986,,32199,36486,22291,17571,,P452,P115,P334,P499,,1,1,2,4,,32199,36486,44582,70284,,10,168985.45,2025-05-21
69c90a06c97dfe514445983b,INV7014,INV9217269203,c93,emp40,Bajaj Fan 1891,Prestige Blush 4132,Bosch Tape 5014,Hitachi Diary 3176,,39913,44545,46730,40052,,P21,P308,P395,P128,,5,3,4,4,,199565,133635,186920,160208,,6,647927.9,2025-04-16
69c90a06c97dfe514445983c,INV7015,INV7763268240,c322,emp71,Philips Sofa 5607,Bosch Hard Drive 446,,,,33424,26246,,,,P55,P435,,,,3,5,,,,100272,131230,,,,9,223554.22,2025-05-13
